Date,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2025-09-24,2489.09,0,100,2077.97,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,240.38,30,150,50,25,220,83.91,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,115.77,2.5,0.8,2,3.5,true
2025-09-25,2191.23,0,100,2131.55,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,229.28,30,150,50,25,220,70.66,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,143.85,2.5,0.8,2,3.5,true
2025-09-26,2294.26,0,100,2085.17,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,203.39,30,150,50,25,220,77.43,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,120.26,2.5,0.8,2,3.5,true
2025-09-27,2044.21,0,100,2363.94,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,211.16,30,150,50,25,220,71.96,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,137.87,2.5,0.8,2,3.5,true
2025-09-28,2243.15,0,100,2098.71,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,225.77,30,150,50,25,220,72.35,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,139.22,2.5,0.8,2,3.5,true
2025-09-29,2434.55,0,100,2410.19,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,249.17,30,150,50,25,220,77.68,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,146.14,2.5,0.8,2,3.5,true
2025-09-30,2429.14,0,100,2335.43,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,205.00,30,150,50,25,220,79.30,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,116.33,2.5,0.8,2,3.5,true
2025-10-01,2394.92,0,100,2124.38,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,218.34,30,150,50,25,220,85.04,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,125.74,2.5,0.8,2,3.5,true
2025-10-02,2012.73,0,100,2380.37,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,240.77,30,150,50,25,220,75.28,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,135.62,2.5,0.8,2,3.5,true
2025-10-03,2456.58,0,100,2405.96,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.89,30,150,50,25,220,74.33,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,134.09,2.5,0.8,2,3.5,true
2025-10-04,2252.34,0,100,2364.86,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,231.94,30,150,50,25,220,71.98,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,101.81,2.5,0.8,2,3.5,true
2025-10-05,2405.79,0,100,2002.10,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,205.47,30,150,50,25,220,85.06,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,113.86,2.5,0.8,2,3.5,true
2025-10-06,2414.51,0,100,2015.07,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,205.75,30,150,50,25,220,82.51,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,102.28,2.5,0.8,2,3.5,true
2025-10-07,2301.45,0,100,2101.21,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,221.52,30,150,50,25,220,77.20,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,125.17,2.5,0.8,2,3.5,true
2025-10-08,2354.66,0,100,2141.79,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,239.48,30,150,50,25,220,82.40,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.21,2.5,0.8,2,3.5,true
2025-10-09,2077.20,0,100,2015.72,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,234.19,30,150,50,25,220,77.23,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,125.25,2.5,0.8,2,3.5,true
2025-10-10,2294.02,0,100,2482.96,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,247.61,30,150,50,25,220,85.98,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,101.31,2.5,0.8,2,3.5,true
2025-10-11,2478.90,0,100,2424.86,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,215.63,30,150,50,25,220,72.26,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,119.12,2.5,0.8,2,3.5,true
2025-10-12,2363.35,0,100,2385.51,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,206.95,30,150,50,25,220,75.60,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,123.38,2.5,0.8,2,3.5,true
2025-10-13,2440.84,0,100,2016.49,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,215.84,30,150,50,25,220,73.29,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,105.11,2.5,0.8,2,3.5,true
2025-10-14,2237.13,0,100,2358.39,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,215.75,30,150,50,25,220,84.93,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,126.28,2.5,0.8,2,3.5,true
2025-10-15,2259.32,0,100,2179.11,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,211.68,30,150,50,25,220,73.33,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,126.21,2.5,0.8,2,3.5,true
2025-10-16,2362.50,0,100,2273.84,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,234.55,30,150,50,25,220,77.02,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,125.59,2.5,0.8,2,3.5,true
2025-10-17,2014.46,0,100,2025.74,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,209.43,30,150,50,25,220,84.69,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,113.22,2.5,0.8,2,3.5,true
2025-10-18,2457.86,0,100,2366.51,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,206.75,30,150,50,25,220,77.93,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,123.89,2.5,0.8,2,3.5,true
2025-10-19,2458.94,0,100,2440.05,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,245.82,30,150,50,25,220,79.69,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,138.80,2.5,0.8,2,3.5,true
2025-10-20,2311.78,0,100,2133.68,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,246.73,30,150,50,25,220,72.69,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,129.15,2.5,0.8,2,3.5,true
2025-10-21,2051.36,0,100,2350.16,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,212.44,30,150,50,25,220,84.83,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,116.41,2.5,0.8,2,3.5,true
2025-10-22,2149.50,0,100,2325.13,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,233.52,30,150,50,25,220,83.93,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,107.89,2.5,0.8,2,3.5,true
2025-10-23,2317.23,0,100,2128.66,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,221.81,30,150,50,25,220,88.29,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,108.40,2.5,0.8,2,3.5,true
2025-10-24,2380.50,0,100,2097.42,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,224.13,30,150,50,25,220,79.45,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,146.00,2.5,0.8,2,3.5,true
2025-10-25,2217.69,0,100,2255.75,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,225.70,30,150,50,25,220,82.79,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,144.69,2.5,0.8,2,3.5,true
2025-10-26,2299.33,0,100,2016.72,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,212.52,30,150,50,25,220,71.32,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,149.20,2.5,0.8,2,3.5,true
2025-10-27,2361.79,0,100,2280.14,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,237.03,30,150,50,25,220,71.32,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,142.61,2.5,0.8,2,3.5,true
2025-10-28,2124.91,0,100,2352.24,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,232.11,30,150,50,25,220,86.68,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,124.59,2.5,0.8,2,3.5,true
2025-10-29,2041.93,0,100,2087.58,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,224.04,30,150,50,25,220,88.69,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,141.97,2.5,0.8,2,3.5,true
2025-10-30,2054.47,0,100,2362.03,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,216.17,30,150,50,25,220,77.63,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.70,2.5,0.8,2,3.5,true
2025-10-31,2494.79,0,100,2157.12,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,201.52,30,150,50,25,220,79.24,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,120.64,2.5,0.8,2,3.5,true
2025-11-01,2258.56,0,100,2163.26,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,230.44,30,150,50,25,220,70.24,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,112.18,2.5,0.8,2,3.5,true
2025-11-03,2455.84,0,100,2455.16,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,244.31,30,150,50,25,220,76.53,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,100.65,2.5,0.8,2,3.5,true
2025-11-04,2022.32,0,100,2426.00,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,208.06,30,150,50,25,220,82.89,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,148.03,2.5,0.8,2,3.5,true
2025-11-05,2146.15,0,100,2385.22,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,226.64,30,150,50,25,220,87.46,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,122.85,2.5,0.8,2,3.5,true
2025-11-06,2487.63,0,100,2487.61,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,249.15,30,150,50,25,220,79.49,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,143.77,2.5,0.8,2,3.5,true
2025-11-07,2427.56,0,100,2371.73,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,216.53,30,150,50,25,220,75.14,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,103.57,2.5,0.8,2,3.5,true
2025-11-08,2443.81,0,100,2401.96,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,233.50,30,150,50,25,220,81.74,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,135.01,2.5,0.8,2,3.5,true
2025-11-09,2289.96,0,100,2161.42,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,201.52,30,150,50,25,220,73.25,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,114.84,2.5,0.8,2,3.5,true
2025-11-10,2321.37,0,100,2391.13,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.39,30,150,50,25,220,71.67,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,121.06,2.5,0.8,2,3.5,true
2025-11-11,2185.86,0,100,2365.27,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,245.84,30,150,50,25,220,76.16,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,101.98,2.5,0.8,2,3.5,true
2025-11-12,2487.52,0,100,2240.59,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,224.64,30,150,50,25,220,72.43,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,106.73,2.5,0.8,2,3.5,true
2025-11-13,2147.47,0,100,2360.43,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,239.32,30,150,50,25,220,70.19,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,124.28,2.5,0.8,2,3.5,true
2025-11-14,2317.59,0,100,2492.63,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,216.60,30,150,50,25,220,80.26,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,124.01,2.5,0.8,2,3.5,true
2025-11-15,2074.72,0,100,2003.25,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,233.05,30,150,50,25,220,75.31,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.19,2.5,0.8,2,3.5,true
2025-11-16,2151.65,0,100,2312.91,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,247.04,30,150,50,25,220,74.81,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,138.52,2.5,0.8,2,3.5,true
2025-11-17,2223.46,0,100,2102.44,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,232.57,30,150,50,25,220,86.93,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,102.71,2.5,0.8,2,3.5,true
2025-11-18,2329.86,0,100,2025.03,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,201.92,30,150,50,25,220,75.54,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,118.84,2.5,0.8,2,3.5,true
2025-11-19,2091.05,0,100,2363.89,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,226.61,30,150,50,25,220,85.77,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,111.20,2.5,0.8,2,3.5,true
2025-11-20,2192.60,0,100,2314.38,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,218.07,30,150,50,25,220,80.30,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,105.57,2.5,0.8,2,3.5,true
2025-11-21,2348.90,0,100,2319.98,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.89,30,150,50,25,220,80.42,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,103.93,2.5,0.8,2,3.5,true
2025-11-22,2381.90,0,100,2374.70,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,211.70,30,150,50,25,220,79.74,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,117.13,2.5,0.8,2,3.5,true
2025-11-23,2468.68,0,100,2479.65,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.64,30,150,50,25,220,78.17,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,146.39,2.5,0.8,2,3.5,true
2025-11-24,2254.27,0,100,2290.18,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,200.52,30,150,50,25,220,86.72,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,117.11,2.5,0.8,2,3.5,true
2025-11-25,2423.54,0,100,2267.65,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,213.90,30,150,50,25,220,89.43,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,148.86,2.5,0.8,2,3.5,true
2025-11-26,2334.67,0,100,2221.73,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,232.53,30,150,50,25,220,72.06,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,122.61,2.5,0.8,2,3.5,true
2025-11-27,2433.54,0,100,2052.69,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,236.20,30,150,50,25,220,77.15,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,143.36,2.5,0.8,2,3.5,true
2025-11-28,2230.11,0,100,2240.62,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.16,30,150,50,25,220,72.87,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,141.21,2.5,0.8,2,3.5,true
2025-11-29,2028.07,0,100,2022.28,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,242.47,30,150,50,25,220,77.51,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,121.40,2.5,0.8,2,3.5,true
2025-11-30,2309.68,0,100,2191.25,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,244.01,30,150,50,25,220,74.52,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,115.39,2.5,0.8,2,3.5,true
2025-12-01,2076.93,0,100,2260.50,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,245.73,30,150,50,25,220,77.97,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,136.30,2.5,0.8,2,3.5,true
2025-12-02,2364.08,0,100,2240.63,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,228.35,30,150,50,25,220,76.63,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,129.79,2.5,0.8,2,3.5,true
2025-12-03,2228.71,0,100,2186.81,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,238.42,30,150,50,25,220,73.84,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,141.99,2.5,0.8,2,3.5,true
2025-12-04,2074.40,0,100,2366.98,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,247.59,30,150,50,25,220,78.59,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,111.66,2.5,0.8,2,3.5,true
2025-12-05,2123.46,0,100,2129.16,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,225.54,30,150,50,25,220,71.53,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,132.51,2.5,0.8,2,3.5,true
2025-12-06,2208.19,0,100,2409.76,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,245.62,30,150,50,25,220,76.90,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,138.89,2.5,0.8,2,3.5,true
2025-12-07,2458.06,0,100,2208.74,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,237.48,30,150,50,25,220,86.09,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,131.55,2.5,0.8,2,3.5,true
2025-12-08,2087.06,0,100,2371.24,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,232.90,30,150,50,25,220,77.66,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,104.76,2.5,0.8,2,3.5,true
2025-12-09,2222.92,0,100,2173.08,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,240.99,30,150,50,25,220,87.62,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,120.12,2.5,0.8,2,3.5,true
2025-12-10,2319.29,0,100,2310.03,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,203.85,30,150,50,25,220,84.04,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,116.07,2.5,0.8,2,3.5,true
2025-12-11,2311.40,0,100,2129.42,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,247.26,30,150,50,25,220,70.43,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,126.75,2.5,0.8,2,3.5,true
2025-12-12,2095.22,0,100,2376.20,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,244.38,30,150,50,25,220,82.26,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,117.70,2.5,0.8,2,3.5,true
2025-12-13,2245.97,0,100,2169.19,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,234.98,30,150,50,25,220,77.12,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,130.95,2.5,0.8,2,3.5,true
2025-12-14,2088.46,0,100,2319.88,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,243.79,30,150,50,25,220,80.83,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,104.36,2.5,0.8,2,3.5,true
2025-12-15,2190.81,0,100,2075.69,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,243.74,30,150,50,25,220,85.03,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,130.35,2.5,0.8,2,3.5,true
2025-12-16,2046.73,0,100,2247.86,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,245.16,30,150,50,25,220,84.94,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,102.66,2.5,0.8,2,3.5,true
2025-12-17,2301.16,0,100,2120.38,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,204.00,30,150,50,25,220,77.55,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,145.27,2.5,0.8,2,3.5,true
2025-12-18,2421.06,0,100,2407.80,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,204.01,30,150,50,25,220,84.88,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,134.61,2.5,0.8,2,3.5,true
2025-12-19,2046.28,0,100,2157.88,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,213.55,30,150,50,25,220,74.63,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,130.45,2.5,0.8,2,3.5,true
2025-12-20,2288.24,0,100,2028.70,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,209.54,30,150,50,25,220,88.42,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,112.83,2.5,0.8,2,3.5,true
2025-12-21,2488.26,0,100,2389.24,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.62,30,150,50,25,220,85.96,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,105.26,2.5,0.8,2,3.5,true
2025-12-22,2199.28,0,100,2288.47,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,237.98,30,150,50,25,220,79.44,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,102.56,2.5,0.8,2,3.5,true
2025-12-23,2396.06,0,100,2385.22,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,236.80,30,150,50,25,220,88.74,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,114.66,2.5,0.8,2,3.5,true
